N°,NOMBRE DE BARRIO O COLONIA,neighborhood,CIUDAD,TIPO O COLONIA,SE CT O R,ZONIFICA CIÓN,approval_year,DICTAMEN / ACUERDO DE APROBACION,PARAMETROS  MINIMOS (APROBADOS EN DICTAMEN/ACUERDO)
523,TRES CAMINOS SUR,TRES CAMINOS SUR,TEGUCIGALPA,Barrio/Colonia,17,R1,,,
524,UNAH,UNAH,TEGUCIGALPA,Barrio/Colonia,17,G,,,
525,UNIVERSIDAD NORTE,UNIVERSIDAD NORTE,TEGUCIGALPA,Barrio/Colonia,17,R3,2005,"DICTAMEN No. SCU-DM-AMDC- 082-2005 DE
FECHA 07 DE DICIEMBRE DEL 2005 (PLANO Y
DICTAMEN).",R3= 100M²/8ML
526,UNIVERSIDAD NORTE ETAPA 1,UNIVERSIDAD NORTE ETAPA 1,TEGUCIGALPA,Barrio/Colonia,17,R3,,,
527,UNIVERSIDAD NORTE ETAPA 2,UNIVERSIDAD NORTE ETAPA 2,TEGUCIGALPA,Barrio/Colonia,17,R3,,,
528,VENECIA DEL TRAPICHE,VENECIA DEL TRAPICHE,TEGUCIGALPA,Barrio/Colonia,17,R4,2001,"DICTAMEN No. SCU/DM/AMDC
/016/2001 DE FECHA 20
ABRIL DEL 2001 (PLANO Y
DICTAMEN).",R4=45M²/3.5ML
529,VILLA   FLORENCIA,VILLA FLORENCIA,TEGUCIGALPA,Barrio/Colonia,17,R1,2013,"RESOLUCION No JAT-010- 2013 DE FECHA
23 DE FEBRERO DEL 2013 (PLANO Y DICTAMEN).",R1=400M²/15ML
530,"VILLA OLIMPICA
FOSOVI",VILLA OLIMPICA FOSOVI,TEGUCIGALPA,Barrio/Colonia,17,R3,,,
531,VILLA SUYAPA (VILLA OLIMPICA),VILLA SUYAPA (VILLA OLIMPICA),TEGUCIGALPA,Barrio/Colonia,17,R4,2006,"DICTAMEN No. SCU-DM-AMDC- 025-2006 DE
FECHA 04 DE
MAYO DEL 2006 (DICTAMEN).",R4=75M²/7ML
532,VILLAS ESQUIVEL PEREZ,VILLAS ESQUIVEL PEREZ,TEGUCIGALPA,Barrio/Colonia,17,R1,2007,"DICTAMEN No. SCU-GM-AMDC- 013-2007 DE
FECHA 29 DE MARZO DEL 2007
(DICTAMEN).",R1=400M²/15ML
533,17 DE SEPTIEMBRE,17 DE SEPTIEMBRE,TEGUCIGALPA,Barrio/Colonia,18,R3,,,
534,AGAFAM,AGAFAM,TEGUCIGALPA,Barrio/Colonia,18,AR,,,
535,ALTOS DEL TRAPICHE ETAPA VI (CONDOMINIO HORIZONTAL),ALTOS DEL TRAPICHE ETAPA VI (CONDOMINIO HORIZONTAL),TEGUCIGALPA,Barrio/Colonia,18,R3,2013,"DICTAMEN No. 13-0057-GCC- AMDC DE FECHA 30 DE OCTUBRE DEL 2013. (PLANO Y
DICTAMEN)",R3=45M²/3.5ML
536,"ALTOS DEL TRAPICHE ETAPA 1 , 2, 3, 4 Y   5","ALTOS DEL TRAPICHE ETAPA 1 , 2, 3, 4 Y 5",TEGUCIGALPA,Barrio/Colonia,18,R4,2002,"DICTAMEN No. SCU/DM/AMDC
/022/2002 DE FECHA 01 DE MARZO DEL 2002 (PLANO Y
DICTAMEN).",R4=45M²/3.5ML
537,BELLA ORIENTE,BELLA ORIENTE,TEGUCIGALPA,Barrio/Colonia,18,R2,1983,"ACUERDO No.
359   DE FECHA
23 DE MARZO
DE 1983. (PLANO Y DICTAMEN)",R2=150M²/10ML
538,BRISAS DE SUYAPA,BRISAS DE SUYAPA,TEGUCIGALPA,Barrio/Colonia,18,R3,,,
539,CASAVOLA,CASAVOLA,TEGUCIGALPA,Barrio/Colonia,18,R1,1988,"REGISTRO BAJO EL No. 0096 DE FECHA
01 DE SEPTIEMBRE DE 1988
(PLANO).",R1=400M²/15ML
540,COVESPUL,COVESPUL,TEGUCIGALPA,Barrio/Colonia,18,R4,1994,"DICTAMEN No.101-94 DE FECHA 19 DE SEPTIEMBRE DE 1994
(DICTAMEN).",R4= 75M²/7ML
541,EL ZANCUDO,EL ZANCUDO,TEGUCIGALPA,Barrio/Colonia,18,R3,,,
542,GLORIA A DIOS,GLORIA A DIOS,TEGUCIGALPA,Barrio/Colonia,18,R4,1986,"ACUERDO NO- 2232 DE FECHA
4 DE ENERO DE
1988. (PLANO). DICTAMEN NO- 211-DM-AMD-
86 DE FECHA
27 DE NOVIEMBRE DE 1986.
(DICTAMEN).",R4= 60M²/6ML
543,HATO DE EN MEDIO FOSOVI,HATO DE EN MEDIO FOSOVI,TEGUCIGALPA,Barrio/Colonia,18,R4,2003,"DICTAMEN No. 60-2003 DE
FECHA 8 DE DICIEMBRE DEL 2003 (PLANO).",R4=45M²/3.5ML
544,HATO O SAN IGNACIO,HATO O SAN IGNACIO,TEGUCIGALPA,Barrio/Colonia,18,R1,,,
545,LA LIBERTAD(SECTOR VILLANUEVA SUYAPA),LA LIBERTAD(SECTOR VILLANUEVA SUYAPA),TEGUCIGALPA,Barrio/Colonia,18,R3,,PLANO APROBADO BAJO No. 004-,R3=120M²/7ML
546,LOS HIGUEROS,LOS HIGUEROS,TEGUCIGALPA,Barrio/Colonia,18,R3,,,
547,LOTE NUM 9 SAN IGNACIO,LOTE NUM 9 SAN IGNACIO,TEGUCIGALPA,Barrio/Colonia,18,R1,2005,"DICTAMEN No. SCU/DM/AMDC
/052-2005 DE FECHA 29 DE AGOSTO DEL 2005 (PLANO Y
DICTAMEN).",R1=150M²/7.5ML
548,PRO PLAZA SAN IGNACIO 2004,PRO PLAZA SAN IGNACIO 2004,TEGUCIGALPA,Barrio/Colonia,18,R1,2004,"DIC 060-2004 DE FECHA 8 DE DICIEMBRE DEL 2004
(PLANO).",R1=400M²/15ML
549,PROYECTO SUYAPITA,PROYECTO SUYAPITA,TEGUCIGALPA,Barrio/Colonia,18,R3,1994,"PLANO APRO MEDIANTE ACUERDO 081-
95   Y DICTAMEN No .SCU-DM-
AMDC 99-94 DE
FECHA 25 DE SEOTIEMBRE DE 1994 (PLANO, DICTAMEN Y
ACUERDO).",R3=100M²/8ML
550,QUINTA BELLA,QUINTA BELLA,TEGUCIGALPA,Barrio/Colonia,18,R1,2007,"DICTAMEN No. SCU-GM-AMDC 009-2007 DE
FECHA 8 DE MARZO DEL 2007 SOLO
DICTAMEN.",R1=400M²/15ML
551,RES LUIS LANDA,RES LUIS LANDA,TEGUCIGALPA,Barrio/Colonia,18,R2,,,
552,RES. SAN IGNACIO,RES. SAN IGNACIO,TEGUCIGALPA,Barrio/Colonia,18,R1,,,
553,RES. SAN JUAN,RES. SAN JUAN,TEGUCIGALPA,Barrio/Colonia,18,R3,,,
554,"RES. VILLAS
PALMERAS",RES. VILLAS PALMERAS,TEGUCIGALPA,Barrio/Colonia,18,R1,,,
555,LOYOLA   SAN IGNACIO (CONDOMINIO HORIZONTAL),LOYOLA SAN IGNACIO (CONDOMINIO HORIZONTAL),TEGUCIGALPA,Barrio/Colonia,18,R3,2017,"RESOLUCION No 010-2017- GCC-AMDC DE FECHA 02 DE AGOSTO DEL 2017 (PLANO Y
DICTAMEN).",R3=120M²/7ML
556,RESIDENCIAL - 3410- COL SAN IGNACIO,RESIDENCIAL - 3410- COL SAN IGNACIO,TEGUCIGALPA,Barrio/Colonia,18,R3,2016,"DICTAMEN No. 16-036-GCC- AMDC REGISTRADO EN FECHA 13 DE ABRIL DEL
2016 (PLANO Y DICTAMEN).",R3=120M²/7ML
557,RESIDENCIAL SUYAPITA,RESIDENCIAL SUYAPITA,TEGUCIGALPA,Barrio/Colonia,18,R4,1995,"ACUERDO No 08-95 DE
FECHA 05 DE
JUNIO DE 1995
(PLANO Y DICTAMEN).",R4=75M²/7ML
558,SAN IGNACIO FODENOR,SAN IGNACIO FODENOR,TEGUCIGALPA,Barrio/Colonia,18,R1,2004,"DICTAMEN No. SCU-DM-AMDC 031-2004 DE
FECHA 1 DE JUNIO DEL 2004 (PLANO Y
DICTAMEN).",R1=400M²/15ML
559,TONW HOUSE EL PUEBLO SAN IGNACIO,TONW HOUSE EL PUEBLO SAN IGNACIO,TEGUCIGALPA,Barrio/Colonia,18,R1,2004,"DICTAMNE No. SCU-DM-AMDC- 048-2004 DE
FECHA 29 DE SEPTIEMBRE DEL 2004 (PLANO Y
DICTAMEN).",R1=400M²/15ML
560,VALENCIA,VALENCIA,TEGUCIGALPA,Barrio/Colonia,18,R3,,,
561,"VILLA SAN
CARALAMPIO",VILLA SAN CARALAMPIO,TEGUCIGALPA,Barrio/Colonia,18,R3,,,
562,VILLA SAN IGNACIO CONDOMINIO HORIZONTAL,VILLA SAN IGNACIO CONDOMINIO HORIZONTAL,TEGUCIGALPA,Barrio/Colonia,18,R2,2015,"CONDOMINIO HORIZONTAL DICTAMEN FINAL 15-0039- GCC-AMDC DE FECHA 04 DE JUNIO DEL 2015 (PLANO Y
DICTAMEN).",R2=200M²/10ML
563,VILLAS PALMERA ( SAN IGNACIO),VILLAS PALMERA ( SAN IGNACIO),TEGUCIGALPA,Barrio/Colonia,18,R1,2007,"MODIFICACION BLOQUE H. DICTAMEN No.
055-2007   DE
FECHA 07 DE NOVIEMBRE DEL 2007 (PLANO Y
DICTAMEN).",150M²/7.5ML
564,"VILLAS SAN IGNACION
- GAUBANA",VILLAS SAN IGNACION - GAUBANA,TEGUCIGALPA,Barrio/Colonia,18,R2,,,
565,ALDEA LA JOYA,ALDEA LA JOYA,TEGUCIGALPA,Barrio/Colonia,19,R3,,,
566,ALTOS DE LA JOYA,ALTOS DE LA JOYA,TEGUCIGALPA,Barrio/Colonia,19,R4,1998,"DICTAMEN. No. SCU/DM/AMDC
/020/98 DE FECHA 17 DE AGOSTO DE 1998. (PLANO Y
DICTAMEN)",R4=75M²/7ML
567,ALTOS DE LAS COLINAS,ALTOS DE LAS COLINAS,COMAYAGÜELA,Barrio/Colonia,19,R2,1985,"REGISTRADO BAJO No. 022-
87 DE FECHA
14 DE JULIO DE
1987 (PLANO). REGISTRADO BAJO No. 599-
85 DE FECHA
07 DE MAYO DE
1985 (PLANO).",R2=200M²/10ML
568,ALTOS DE MIRAFLORES LOTE 32,ALTOS DE MIRAFLORES LOTE 32,TEGUCIGALPA,Barrio/Colonia,19,R2,,,
569,ALTOS DE MIRAFLORES SUR ETAPA 1,ALTOS DE MIRAFLORES SUR ETAPA 1,TEGUCIGALPA,Barrio/Colonia,19,R3,2003,"DICTAMEN No. SCU/DM/AMDC
/014/2003 DE FECHA 23 DE FEBRERO DEL 2003, (PLANO Y
DICTAMEN)",R3=120M²/7ML
570,ALTOS DE MIRAFLORES SUR LOTE 01 (CONDOMINIO HORIZONTAL),ALTOS DE MIRAFLORES SUR LOTE 01 (CONDOMINIO HORIZONTAL),TEGUCIGALPA,Barrio/Colonia,19,R3,,,
571,ALTOS DE MIRAFLORES SUR LOTE 33 (CONDOMINIO HORIZONTAL),ALTOS DE MIRAFLORES SUR LOTE 33 (CONDOMINIO HORIZONTAL),TEGUCIGALPA,Barrio/Colonia,19,R3,,,
572,ALTOS DE MIRAFLORES SUR BLOQUE 37,ALTOS DE MIRAFLORES SUR BLOQUE 37,TEGUCIGALPA,Barrio/Colonia,19,R3,2008,"DICTAMEN No. SCU-GM-AMDC- 012-2008 DE
FECHA 21 DE ENERO DEL 2008. (PLANO Y
DICTAMEN)",R3=213.20 M²
573,ALTOS DE MIRAFLORES SUR ETAPA   2,ALTOS DE MIRAFLORES SUR ETAPA 2,TEGUCIGALPA,Barrio/Colonia,19,R3-R4,2003,"DICTAMEN No
.SCU/DM/AMD C/014/2003. DICTAMEN No. SCU/GM/AMDC
/056/2007 DE FECHA 08 DE NOVIEMBRE DEL 2007. (PLANO Y
DICTAMEN),",R3=120M²/10ML R4=75M²/7ML
574,BETANIA,BETANIA,COMAYAGÜELA,Barrio/Colonia,19,R3,,,
575,CENTRO CIVICO GUBERNAMENTAL,CENTRO CIVICO GUBERNAMENTAL,COMAYAGÜELA,Barrio/Colonia,19,G,,,
576,COL LA JOYA,COL LA JOYA,TEGUCIGALPA,Barrio/Colonia,19,R4,2007,"DIC NO.SCU- GM-AMDC 067-
2007",R4=45M²/3.5ML
577,COL NORA DE MELGAR S/A,COL NORA DE MELGAR S/A,TEGUCIGALPA,Barrio/Colonia,19,R3,,,
578,COL DE LA JOYA,COL DE LA JOYA,TEGUCIGALPA,Barrio/Colonia,19,R3,,,
579,EL DORADO,EL DORADO,TEGUCIGALPA,Barrio/Colonia,19,R2,,,
580,EL HOGAR,EL HOGAR,TEGUCIGALPA,Barrio/Colonia,19,R2,,,
581,EQUIPAMIENTO GUBERNAMENTAL,EQUIPAMIENTO GUBERNAMENTAL,TEGUCIGALPA,Barrio/Colonia,19,G,,,
582,JARDINES DE MIRAFLORES,JARDINES DE MIRAFLORES,TEGUCIGALPA,Barrio/Colonia,19,R2,1988,"ACUERDO No. 2563 DE FECHA
01 DE MARZO
DE 1988",R2=150M²/10ML
583,"JOYAS DEL DORADO EXP. 1649-13, 4326-13","JOYAS DEL DORADO EXP. 1649-13, 4326-13",TEGUCIGALPA,Barrio/Colonia,19,R3,2014,"DICTAMEN No. 14-006-GCC- AMDC DE FECHA 15 DE ENERO DEL 2014. (PLANO Y
DOCUMENTO).",R3=120M²/3ML
584,LA JOYA   FOSOVI,LA JOYA FOSOVI,TEGUCIGALPA,Barrio/Colonia,19,R3,,,
585,LAS BRISAS,LAS BRISAS,COMAYAGÜELA,Barrio/Colonia,19,R3,,,
586,LAS BRISAS BETANIA,LAS BRISAS BETANIA,COMAYAGÜELA,Barrio/Colonia,19,R3,,,
587,LAS COLINAS,LAS COLINAS,TEGUCIGALPA,Barrio/Colonia,19,R2,1980,"DICTAMEN   No. 114-1980 DE
FECHA 1 DE",R2=200M²/10ML
588,LOMA VERDE,LOMA VERDE,TEGUCIGALPA,Barrio/Colonia,19,R3,1989,"PLANO REGISTRADO BAJO EL NO.173 DE FECHA 28 DE
NOVIEMBRE DE 1989 (PLANO).",R3= 100M²/8ML
589,LOMAS DE LA JOYA,LOMAS DE LA JOYA,TEGUCIGALPA,Barrio/Colonia,19,R3,1999,"DICATMEN No. 046-99 DE
FECHA 9 DE DICIEMBRE DE
1999 (PLANO).",R3=120M²/7ML
590,LOMAS DE MIRAFLORES,LOMAS DE MIRAFLORES,TEGUCIGALPA,Barrio/Colonia,19,R2,1993,"ACUERDO No. 10 DE FECHA
18 DE ENERO
DE 1993",R2=150M²/10ML
591,LOMAS DE MIRAFLORES SUR,LOMAS DE MIRAFLORES SUR,TEGUCIGALPA,Barrio/Colonia,19,R3,,,
592,LOS TULIPANES,LOS TULIPANES,TEGUCIGALPA,Barrio/Colonia,19,R3,,,
593,MIRAFLORES,MIRAFLORES,TEGUCIGALPA,Barrio/Colonia,19,R2,,,
594,MIRAFLORES NORTE,MIRAFLORES NORTE,TEGUCIGALPA,Barrio/Colonia,19,R3,1983,"ACUERDO No. 342 DE FECHA
10 DE
FEBRERO DE 1983",R3=100 M² / 8 ML
595,MIRAFLORES SUR,MIRAFLORES SUR,TEGUCIGALPA,Barrio/Colonia,19,R2,2000,"DICTAMEN No
.SCU-DM-AMDC 24-2000 DE
FECHA 10 DE
MAYO DEL 2000 (DICTAMEN).",R2=150M² / 8 ML
596,NORA GUNERA DE MELGAR,NORA GUNERA DE MELGAR,TEGUCIGALPA,Barrio/Colonia,19,R3,,,
597,VILLA BENETO,VILLA BENETO,TEGUCIGALPA,Barrio/Colonia,19,R3,2000,"DICTAMEN No. SCU-GM-AMDC- 016-2000 DE
FECHA 03 DE MARZO DEL 2000 (PLANO Y
DICTAMEN).",R3=120M²/10ML
598,VILLA CRISTINA,VILLA CRISTINA,TEGUCIGALPA,Barrio/Colonia,19,R3,,,
599,VILLA ESMERALDA,VILLA ESMERALDA,COMAYAGÜELA,Barrio/Colonia,19,R3,2002,"DICTAMEN No. SCU/MD/AMDC
/043/2002 DE FECHA 06 DE JUNIO DEL 2002 (PLANO Y
DOCUMENTO).",R3=120M²/10ML
600,VILLA ESMERALDA SEGUNDA ETAPA,VILLA ESMERALDA SEGUNDA ETAPA,COMAYAGÜELA,Barrio/Colonia,19,R3,2003,"ADENDUM No. SCU/DM/MDC/ 011/2003 DE FECHA 25 DE SEPTIEMBRE DEL 2003
(PLANO Y ADENDUM).",R3=120M²/10ML
601,VILLAS LOMAS DE MIRAFLORES,VILLAS LOMAS DE MIRAFLORES,TEGUCIGALPA,Barrio/Colonia,19,R3,2009,"DICTAMEN No. GCC/AMDC/05 7/2009 DE FECHA 01 DE SEPTIEMBRE
DEL 2009",R3=120M²/7ML
602,ALDEA DE JACALEAPA,ALDEA DE JACALEAPA,TEGUCIGALPA,Barrio/Colonia,20,R3,,,
603,ALTOS DE LOS PINOS,ALTOS DE LOS PINOS,TEGUCIGALPA,Barrio/Colonia,20,R4,2001,"DICTAMEN 009-
2001 DE FECHA
02 DE MARZO
DEL 2001 (PLANO Y DICTAMEN)",R4=75M²/7ML
604,ALTOS DE VILLA VIEJA,ALTOS DE VILLA VIEJA,TEGUCIGALPA,Barrio/Colonia,20,R4,2005,"DICTAMEN No. 078-2005 DE
FECHA   2 DE DICIEMBRE DEL 2005
(PLANO).",R4=45M²/3.5ML
605,BERNARDO DAZZI ETAPA 3,BERNARDO DAZZI ETAPA 3,TEGUCIGALPA,Barrio/Colonia,20,R3,2003,"DICTAMEN SUC/DM/AMDC 023-2003DE FECHA 29 DE ABRIL DEL 2003. (PLANO Y
DICTAMEN)",R3=120M²/10ML
606,BETHEL,BETHEL,TEGUCIGALPA,Barrio/Colonia,20,R3,,,
607,"BRISAS DE
JACALEAPA",BRISAS DE JACALEAPA,TEGUCIGALPA,Barrio/Colonia,20,R3,,,
608,BRISAS DE ORIENTE,BRISAS DE ORIENTE,TEGUCIGALPA,Barrio/Colonia,20,R3,,,
609,CIUDAD JARDIN,CIUDAD JARDIN,TEGUCIGALPA,Barrio/Colonia,20,R3,2006,"DICTAMEN No. SCU-DM-AMDC- 020-2006 DE
FECHA 29 DE MARZO DEL 2006
(DICTAMEN).",R3=120M²/7ML
610,COL GUAYMURA,COL GUAYMURA,TEGUCIGALPA,Barrio/Colonia,20,R4,1987,"DICTAMEN No. 078-DM-AMDC-
87   28 DE ABRIL
DE 1987 (DICTAMEN).",R4=45M²/3.5ML
611,COL SANTA ISABEL(RECIBE NOMBRE PALMAS),COL SANTA ISABEL(RECIBE NOMBRE PALMAS),TEGUCIGALPA,Barrio/Colonia,20,R3,,,
612,DIOS PROVEERA,DIOS PROVEERA,TEGUCIGALPA,Barrio/Colonia,20,R4,1999,"DICTAMEN No. SCU/DM/AMDC 048-99 DE
FECHA 29 DE DICIEMBRE DE 1999.
(DICTAMEN).",R4=60M²/6ML
613,HAMBURGO,HAMBURGO,TEGUCIGALPA,Barrio/Colonia,20,R3,,,
614,HONDURAS,HONDURAS,TEGUCIGALPA,Barrio/Colonia,20,R4,1993,"ACUERDO No. 008-93 DE
FECHA 18 DE
ENERO DE 1993 (PLANO Y DICTAMEN).",R4=60M²/6ML
615,"JOSE ROBERTO MOLINA MURILLO
FONEDOR",JOSE ROBERTO MOLINA MURILLO FONEDOR,TEGUCIGALPA,Barrio/Colonia,20,R3,,,
616,KENNEDY FOSOVI,KENNEDY FOSOVI,TEGUCIGALPA,Barrio/Colonia,20,R3,,,
617,KENNEDY NORTE,KENNEDY NORTE,TEGUCIGALPA,Barrio/Colonia,20,R4,2002,"DICTAMEN No.057-2002 DE
FECHA 11 DE",R4=45M²/3.5ML
618,LAS PALMAS,LAS PALMAS,TEGUCIGALPA,Barrio/Colonia,20,R3,,,
619,LOMAS DE JACALEAPA,LOMAS DE JACALEAPA,TEGUCIGALPA,Barrio/Colonia,20,R4,2004,"DICTAMEN No. SCU DM AMDC 019-2004 DE
FECHA 23 DE MARZO DEL 2004 (PLANO Y
DICTAMEN).",R4=170M²/8ML
620,LOMAS DE SAN JOSE,LOMAS DE SAN JOSE,TEGUCIGALPA,Barrio/Colonia,20,R3,,,
621,LOMAS DEL DORADO,LOMAS DEL DORADO,TEGUCIGALPA,Barrio/Colonia,20,R4,2002,"DICTAMEN No. SCU-DM-AMDC 006-2002 DE
FECHA 7 DE
ENERO DEL 2002 (PLANO).",R4= 75M²/7ML
622,LOS PINOS,LOS PINOS,TEGUCIGALPA,Barrio/Colonia,20,R4,,"REGISTRADO BAJO EL NO. 436 DE FECHA
10 DE FEBRERO DE1994
(PLANO).",R4=60M²/6ML
623,RES. LOS PORTALES,RES. LOS PORTALES,TEGUCIGALPA,Barrio/Colonia,20,R4,2007,"DICTAMEN No. SCU/GM/AMDC
/023/2007 DE FECHA 21 DE
MAYO DEL 2007
(PLANO Y DICTAMEN).",R4=75M²/7ml
624,REAL DE LAS PALMAS,REAL DE LAS PALMAS,TEGUCIGALPA,Barrio/Colonia,20,R4,2007,"DICTAMEN No. SCU-GM-AMDC- 035-2007 DE
FECHA 23 DE
JULIO DEL 2007 (PLANO Y
DICTAMEN).",R4=75M²/7M
625,RESIDENCIAL PLAZA,RESIDENCIAL PLAZA,TEGUCIGALPA,Barrio/Colonia,20,R3,2004,"DICTAMEN NO- 32-2004 DE
FECHA 30 DE JUNIO DEL 2004 (PLANO Y
DICTAMEN).",R3=120M²/7ML
626,RESIDENCIAL PLAZA CIRCUITO CERRADO SUB DIVISION,RESIDENCIAL PLAZA CIRCUITO CERRADO SUB DIVISION,TEGUCIGALPA,Barrio/Colonia,20,R4,2007,"DICTAMEN No. SCU/DM/AMDC
/026/2007 DE FECHA 08 DE JUNIO DEL 2007(PLANO Y
DICTAMEN).",R4= 75M²/7ML
627,SAN JOSE DE LOS LLANOS,SAN JOSE DE LOS LLANOS,TEGUCIGALPA,Barrio/Colonia,20,R4,1986,"ACUERDO No. 317-1986 DE
FECHA 10 DE SEPTIEMBRE DE 1986 (PLANO
Y DICTAMEN).",R4=60M²/6ML
628,SANTA ISABEL,SANTA ISABEL,TEGUCIGALPA,Barrio/Colonia,20,R3,,,
629,TIERRA BLANCA,TIERRA BLANCA,TEGUCIGALPA,Barrio/Colonia,20,R3,,,
630,VEGAS DE LA JOYA,VEGAS DE LA JOYA,TEGUCIGALPA,Barrio/Colonia,20,R3,2013,"DICTAMEN 13-
0015 DE FECHA
20/ DE MARZO DEL 2013 (PLANO Y
DICTAMEN).",R3=75M²/7ML
631,VICTOR F ARDON,VICTOR F ARDON,TEGUCIGALPA,Barrio/Colonia,20,R4,2007,"DICTAMEN No. SCU-DM-AMDC- 024-2007 DE
FECHA 31 DE
MAYO DEL 2007 (PLANO Y
DICTAMEN).",R4=45M²/3.5ML
632,VIENA,VIENA,TEGUCIGALPA,Barrio/Colonia,20,R4,2007,"DICTAMEN No. SCU-GM-AMDC- 058-2007 DE
FECHA 22 DE NOVIEMBRE DEL 2007 (PLANO Y
DICTAMEN).",R4=75M²/7ML
633,VILLA NUEVA NORTE,VILLA NUEVA NORTE,TEGUCIGALPA,Barrio/Colonia,20,R3,,,
634,VILLA NUEVA SUR,VILLA NUEVA SUR,TEGUCIGALPA,Barrio/Colonia,20,R3,,,
635,VILLA VIEJA,VILLA VIEJA,TEGUCIGALPA,Barrio/Colonia,20,R4,1951,"ACUERDO No. 1951 EN FECHA
16 DE NOVIEMBRE DE
1987",R4=45M²/3.5ML
636,VILLAS COLONIAL,VILLAS COLONIAL,TEGUCIGALPA,Barrio/Colonia,20,R3,2012,"DICTAMEN No. AMDC-GCC-12- 0015 DE FECHA
29 MAYO DEL
2012 (PLANO Y DICTAMEN).",R3=120M²/3ML
637,VISTA HERMOSA,VISTA HERMOSA,TEGUCIGALPA,Barrio/Colonia,20,R3,,,
638,ALDEA JACALEAPA (CASERIO LA CAÑADA No. 2),ALDEA JACALEAPA (CASERIO LA CAÑADA No. 2),TEGUCIGALPA,Barrio/Colonia,21,R3,,,
639,ALDEA LA CAÑADA,ALDEA LA CAÑADA,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
640,ALEMAN,ALEMAN,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
641,ALPES,ALPES,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
642,ALTOS DE JARDINES LOARQUE,ALTOS DE JARDINES LOARQUE,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
643,ALTOS DE LAS VEGAS,ALTOS DE LAS VEGAS,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
644,ALTOS DE LOARQUE,ALTOS DE LOARQUE,TEGUCIGALPA,Barrio/Colonia,21,R3,1993,"PLANO REGISTRADO BAJO EL No.
372.93 DE
FECHA 18 DE
MARZO DE 1993 (PLANO).",R3=120M²/7ML
645,ALTOS DE SAN ISIDRO,ALTOS DE SAN ISIDRO,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
646,ALTOS DE VENECIA ETAPA 3 (CONDOMINIO HORIZONTAL),ALTOS DE VENECIA ETAPA 3 (CONDOMINIO HORIZONTAL),TEGUCIGALPA,Barrio/Colonia,21,R3,2005,"DICTAMEN No. 084-2005   DE
FECHA 29 DE DICIEMBRE DEL 2005. (PLANO Y
DICTAMEN)",R3=45M²/3.5ML
647,ALTOS DE VENECIA ETAPA 1 Y ETAPA 2,ALTOS DE VENECIA ETAPA 1 Y ETAPA 2,TEGUCIGALPA,Barrio/Colonia,21,R3,2012,"DICTAMEN. NO- AMDC-GCC- 0056-2012 DE
FECHA 25 DE SEPTIEMBRE DEL 2012. (PLANO Y
DICTAMEN)",R3= 120M²/7ML
648,ANEXO LAS VEGAS,ANEXO LAS VEGAS,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
649,BRISAS DE JACALEAPA,BRISAS DE JACALEAPA,TEGUCIGALPA,Barrio/Colonia,21,R3/R4,2002,"DICTAMEN O54- 2002 DE FECHA
7 DE AGOSTO
DEL 2002.
(PLANO Y DICTAMEN)","R4= 60M²/6ML , 75M²/7ML; R3=120M²/10ML"
650,BRISAS DE JACALEAPA 4 ETAPA,BRISAS DE JACALEAPA 4 ETAPA,TEGUCIGALPA,Barrio/Colonia,21,R4,2002,"DICTAMEN No. 054-2002 DE
FECHA 7 DE AGOSTO DEL 2002
(DICTAMEN).",R4=60M²/6ML
651,CALPULES,CALPULES,TEGUCIGALPA,Barrio/Colonia,21,R4,1987,"ACUERDO No.
2457
DICTAMEN 198-
87 DE FECHA
30 DE NOVIEMBRE DE 1987.
DICTAMEN 157-
90 DE FECHA
16 DE OCTUBRE DE 1990.(PLANO Y
DICTAMEN)",R4=45M²/3.5ML
652,CASO COL FALDAS DEL PEDREGAL,CASO COL FALDAS DEL PEDREGAL,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
653,COL 14 DE MARZO,COL 14 DE MARZO,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
654,COL POPULAR NUM 1 COMAYAGUELA,COL POPULAR NUM 1 COMAYAGUELA,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
655,COL SAN JOSE DEL PEDREGAL,COL SAN JOSE DEL PEDREGAL,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
656,COL LA CANADA,COL LA CANADA,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
657,COL LA PEÑA,COL LA PEÑA,TEGUCIGALPA,Barrio/Colonia,21,R4,1999,"DICTAMEN No. SCU-DM-AMDC 026-99 DE
FECHA 1 DE SEOTIEMBRE DE 1999 (DICTAMEN).",R4=45M²/3.5ML
658,COMUNIDAD SOCIAL,COMUNIDAD SOCIAL,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
659,COVIDEPROL / LA ROMA,COVIDEPROL / LA ROMA,TEGUCIGALPA,Barrio/Colonia,21,R3,1988,"DICTAMEN No. 2710 DE FECHA
1 DE AGOSTO
DE 1988 (DICTAMEN).",R3=100M²
